Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
iodide			3132	1	1	19.694	1.000
ira			3132	1	1	19.694	1.000
irons			3132	1	1	19.694	1.000
irony			3132	1	1	19.694	1.000
irregulars			3132	1	1	19.694	1.000
isaac			3132	1	1	19.694	1.000
island			3132	1	1	19.694	1.000
italian			3132	1	1	19.694	1.000
itch			3132	1	1	19.694	1.000
ivanhoe			3132	1	1	19.694	1.000
ivy			3132	1	1	19.694	1.000
j			3132	1	1	19.694	1.000
jacqueline			3132	1	1	19.694	1.000
jade			3132	1	1	19.694	1.000
jaded			3132	1	1	19.694	1.000
jagged			3132	1	1	19.694	1.000
jail			3132	1	1	19.694	1.000
jam			3132	1	1	19.694	1.000
january			3132	1	1	19.694	1.000
japan			3132	1	1	19.694	1.000
jars			3132	1	1	19.694	1.000
jaw			3132	1	1	19.694	1.000
jazzed			3132	1	1	19.694	1.000
jazzing			3132	1	1	19.694	1.000
jeff			3132	1	1	19.694	1.000
jerk			3132	1	1	19.694	1.000
jerky			3132	1	1	19.694	1.000
jersey			3132	1	1	19.694	1.000
jewelry			3132	1	1	19.694	1.000
joe			3132	1	1	19.694	1.000
johann			3132	1	1	19.694	1.000
joining			3132	1	1	19.694	1.000
joked			3132	1	1	19.694	1.000
jonathan			3132	1	1	19.694	1.000
judge			3132	1	1	19.694	1.000
judgment			3132	1	1	19.694	1.000
juice			3132	1	1	19.694	1.000
juicy			3132	1	1	19.694	1.000
july			3132	1	1	19.694	1.000
jumbled			3132	1	1	19.694	1.000
jumps			3132	1	1	19.694	1.000
junior			3132	1	1	19.694	1.000
junk			3132	1	1	19.694	1.000
justice			3132	1	1	19.694	1.000
karamazov			3132	1	1	19.694	1.000
keen			3132	1	1	19.694	1.000
keeper			3132	1	1	19.694	1.000
keepers			3132	1	1	19.694	1.000
keeps			3132	1	1	19.694	1.000
keyboard			3132	1	1	19.694	1.000
kiister			3132	1	1	19.694	1.000
killers			3132	1	1	19.694	1.000
kin			3132	1	1	19.694	1.000
kindest			3132	1	1	19.694	1.000
kindly			3132	1	1	19.694	1.000
king			3132	1	1	19.694	1.000
kirche			3132	1	1	19.694	1.000
kissed			3132	1	1	19.694	1.000
kissing			3132	1	1	19.694	1.000
kite			3132	1	1	19.694	1.000
knee			3132	1	1	19.694	1.000
kneecaps			3132	1	1	19.694	1.000
kneeling			3132	1	1	19.694	1.000
knights			3132	1	1	19.694	1.000
knitting			3132	1	1	19.694	1.000
knobs			3132	1	1	19.694	1.000
knocking			3132	1	1	19.694	1.000
konigstein			3132	1	1	19.694	1.000
kunst			3132	1	1	19.694	1.000
kurt			3132	1	1	19.694	1.000
label			3132	1	1	19.694	1.000
laboratory			3132	1	1	19.694	1.000
labuntur			3132	1	1	19.694	1.000
lace			3132	1	1	19.694	1.000
ladybugs			3132	1	1	19.694	1.000
lagoon			3132	1	1	19.694	1.000
lakes			3132	1	1	19.694	1.000
lakonisch			3132	1	1	19.694	1.000
lament			3132	1	1	19.694	1.000
lamenting			3132	1	1	19.694	1.000
lamps			3132	1	1	19.694	1.000
land			3132	1	1	19.694	1.000
landed			3132	1	1	19.694	1.000
landmarks			3132	1	1	19.694	1.000
landry			3132	1	1	19.694	1.000
lands			3132	1	1	19.694	1.000
lanes			3132	1	1	19.694	1.000
lapped			3132	1	1	19.694	1.000
largest			3132	1	1	19.694	1.000
lark			3132	1	1	19.694	1.000
laser			3132	1	1	19.694	1.000
lashes			3132	1	1	19.694	1.000
lasted			3132	1	1	19.694	1.000
lasting			3132	1	1	19.694	1.000
lattice			3132	1	1	19.694	1.000
laughter			3132	1	1	19.694	1.000
launched			3132	1	1	19.694	1.000
laundry			3132	1	1	19.694	1.000
lavatories			3132	1	1	19.694	1.000
lavender			3132	1	1	19.694	1.000
lawn			3132	1	1	19.694	1.000
laws			3132	1	1	19.694	1.000
laying			3132	1	1	19.694	1.000
lead			3132	1	1	19.694	1.000
leafing			3132	1	1	19.694	1.000
league			3132	1	1	19.694	1.000
leaped			3132	1	1	19.694	1.000
leash			3132	1	1	19.694	1.000
leather			3132	1	1	19.694	1.000
lectern			3132	1	1	19.694	1.000
lecture			3132	1	1	19.694	1.000
lectured			3132	1	1	19.694	1.000
lecturer			3132	1	1	19.694	1.000
lectures			3132	1	1	19.694	1.000
lecturing			3132	1	1	19.694	1.000
leered			3132	1	1	19.694	1.000
legally			3132	1	1	19.694	1.000
leica			3132	1	1	19.694	1.000
leidigen			3132	1	1	19.694	1.000
leipzig			3132	1	1	19.694	1.000
lemme			3132	1	1	19.694	1.000
lemon			3132	1	1	19.694	1.000
lemonade			3132	1	1	19.694	1.000
lend			3132	1	1	19.694	1.000
leningrad			3132	1	1	19.694	1.000
lesson			3132	1	1	19.694	1.000
lethal			3132	1	1	19.694	1.000
lethargical			3132	1	1	19.694	1.000
lets			3132	1	1	19.694	1.000
level			3132	1	1	19.694	1.000
liberty			3132	1	1	19.694	1.000
libraries			3132	1	1	19.694	1.000
lice			3132	1	1	19.694	1.000
license			3132	1	1	19.694	1.000
licked			3132	1	1	19.694	1.000
lies			3132	1	1	19.694	1.000
lift			3132	1	1	19.694	1.000
lifted			3132	1	1	19.694	1.000
lifting			3132	1	1	19.694	1.000
lightnin			3132	1	1	19.694	1.000
lightning			3132	1	1	19.694	1.000
likely			3132	1	1	19.694	1.000
likes			3132	1	1	19.694	1.000
lilly			3132	1	1	19.694	1.000
limerick			3132	1	1	19.694	1.000
limousine			3132	1	1	19.694	1.000
limp			3132	1	1	19.694	1.000
lincoln			3132	1	1	19.694	1.000
liner			3132	1	1	19.694	1.000
lipstick			3132	1	1	19.694	1.000
liquefied			3132	1	1	19.694	1.000
lisa			3132	1	1	19.694	1.000
listing			3132	1	1	19.694	1.000
listlessly			3132	1	1	19.694	1.000
literary			3132	1	1	19.694	1.000
livelier			3132	1	1	19.694	1.000
loaf			3132	1	1	19.694	1.000
location			3132	1	1	19.694	1.000
logs			3132	1	1	19.694	1.000
lollipops			3132	1	1	19.694	1.000
london			3132	1	1	19.694	1.000
lonesome			3132	1	1	19.694	1.000
longest			3132	1	1	19.694	1.000
loony			3132	1	1	19.694	1.000
loose			3132	1	1	19.694	1.000
loosed			3132	1	1	19.694	1.000
looted			3132	1	1	19.694	1.000
looting			3132	1	1	19.694	1.000
losing			3132	1	1	19.694	1.000
loss			3132	1	1	19.694	1.000
louder			3132	1	1	19.694	1.000
louis			3132	1	1	19.694	1.000
lounger			3132	1	1	19.694	1.000
lousy			3132	1	1	19.694	1.000
lovebirds			3132	1	1	19.694	1.000
loved			3132	1	1	19.694	1.000
loveliest			3132	1	1	19.694	1.000
loveplay			3132	1	1	19.694	1.000
lovers			3132	1	1	19.694	1.000
lovingly			3132	1	1	19.694	1.000
lowest			3132	1	1	19.694	1.000
lowliest			3132	1	1	19.694	1.000
ltd			3132	1	1	19.694	1.000
ludicrous			3132	1	1	19.694	1.000
lugubrious			3132	1	1	19.694	1.000
lugubriously			3132	1	1	19.694	1.000
lumbered			3132	1	1	19.694	1.000
luncheon			3132	1	1	19.694	1.000
lungs			3132	1	1	19.694	1.000
lustily			3132	1	1	19.694	1.000
lynchers			3132	1	1	19.694	1.000
lyrically			3132	1	1	19.694	1.000
machines			3132	1	1	19.694	1.000
madness			3132	1	1	19.694	1.000
madrigal			3132	1	1	19.694	1.000
magical			3132	1	1	19.694	1.000
maids			3132	1	1	19.694	1.000
mailer			3132	1	1	19.694	1.000
maintain			3132	1	1	19.694	1.000
majesty			3132	1	1	19.694	1.000
maker			3132	1	1	19.694	1.000
malnutrition			3132	1	1	19.694	1.000
malted			3132	1	1	19.694	1.000
mammals			3132	1	1	19.694	1.000
manager			3132	1	1	19.694	1.000
manages			3132	1	1	19.694	1.000
manfully			3132	1	1	19.694	1.000
mangled			3132	1	1	19.694	1.000
manhole			3132	1	1	19.694	1.000
manly			3132	1	1	19.694	1.000
mantel			3132	1	1	19.694	1.000
manufacturing			3132	1	1	19.694	1.000
maps			3132	1	1	19.694	1.000
marathon			3132	1	1	19.694	1.000
margaret			3132	1	1	19.694	1.000
marijuana			3132	1	1	19.694	1.000
marines			3132	1	1	19.694	1.000
marking			3132	1	1	19.694	1.000
marrow			3132	1	1	19.694	1.000
marrying			3132	1	1	19.694	1.000
marseilles			3132	1	1	19.694	1.000
marveled			3132	1	1	19.694	1.000
marvelous			3132	1	1	19.694	1.000
mashed			3132	1	1	19.694	1.000
masher			3132	1	1	19.694	1.000
mask			3132	1	1	19.694	1.000
mass			3132	1	1	19.694	1.000
masterpiece			3132	1	1	19.694	1.000
masters			3132	1	1	19.694	1.000
mated			3132	1	1	19.694	1.000
matters			3132	1	1	19.694	1.000
maturity			3132	1	1	19.694	1.000
meager			3132	1	1	19.694	1.000
meanest			3132	1	1	19.694	1.000
meaning			3132	1	1	19.694	1.000
meaningless			3132	1	1	19.694	1.000
measured			3132	1	1	19.694	1.000
measuring			3132	1	1	19.694	1.000
medals			3132	1	1	19.694	1.000
median			3132	1	1	19.694	1.000
medical			3132	1	1	19.694	1.000
medicine			3132	1	1	19.694	1.000
medieval			3132	1	1	19.694	1.000
meek			3132	1	1	19.694	1.000
mellow			3132	1	1	19.694	1.000
melodiously			3132	1	1	19.694	1.000
melted			3132	1	1	19.694	1.000
memorize			3132	1	1	19.694	1.000
menaced			3132	1	1	19.694	1.000
menjou			3132	1	1	19.694	1.000
merchants			3132	1	1	19.694	1.000
merciful			3132	1	1	19.694	1.000
mercury			3132	1	1	19.694	1.000
mere			3132	1	1	19.694	1.000
merely			3132	1	1	19.694	1.000
mess			3132	1	1	19.694	1.000
messiah			3132	1	1	19.694	1.000
metal			3132	1	1	19.694	1.000
metaphor			3132	1	1	19.694	1.000
methodical			3132	1	1	19.694	1.000
michigan			3132	1	1	19.694	1.000
microfilm			3132	1	1	19.694	1.000
microphone			3132	1	1	19.694	1.000
microsecond			3132	1	1	19.694	1.000
mike			3132	1	1	19.694	1.000
mild			3132	1	1	19.694	1.000
mildness			3132	1	1	19.694	1.000
milkmen			3132	1	1	19.694	1.000
milkshakes			3132	1	1	19.694	1.000
milky			3132	1	1	19.694	1.000
millionaires			3132	1	1	19.694	1.000
millipedes			3132	1	1	19.694	1.000
mimeograph			3132	1	1	19.694	1.000
mimeographed			3132	1	1	19.694	1.000
mince			3132	1	1	19.694	1.000
minded			3132	1	1	19.694	1.000
mingled			3132	1	1	19.694	1.000
ministry			3132	1	1	19.694	1.000
miracle			3132	1	1	19.694	1.000
miracles			3132	1	1	19.694	1.000
miserably			3132	1	1	19.694	1.000
miseries			3132	1	1	19.694	1.000
misery			3132	1	1	19.694	1.000
missing			3132	1	1	19.694	1.000
mississippi			3132	1	1	19.694	1.000
mistaken			3132	1	1	19.694	1.000
mistaking			3132	1	1	19.694	1.000
misunderstanding			3132	1	1	19.694	1.000
mitchell			3132	1	1	19.694	1.000
mobile			3132	1	1	19.694	1.000
mock			3132	1	1	19.694	1.000
mocked			3132	1	1	19.694	1.000
modem			3132	1	1	19.694	1.000
modified			3132	1	1	19.694	1.000
moist			3132	1	1	19.694	1.000
mona			3132	1	1	19.694	1.000
mongolian			3132	1	1	19.694	1.000
monkey			3132	1	1	19.694	1.000
monkeys			3132	1	1	19.694	1.000
monks			3132	1	1	19.694	1.000
moonlike			3132	1	1	19.694	1.000
moons			3132	1	1	19.694	1.000
moonscape			3132	1	1	19.694	1.000
mop			3132	1	1	19.694	1.000
mornings			3132	1	1	19.694	1.000
mortal			3132	1	1	19.694	1.000
mosaic			3132	1	1	19.694	1.000
mosquito			3132	1	1	19.694	1.000
motherfucker			3132	1	1	19.694	1.000
mothers			3132	1	1	19.694	1.000
motives			3132	1	1	19.694	1.000
motorcycles			3132	1	1	19.694	1.000
motors			3132	1	1	19.694	1.000
mound			3132	1	1	19.694	1.000
mourners			3132	1	1	19.694	1.000
mouthful			3132	1	1	19.694	1.000
movements			3132	1	1	19.694	1.000
movingly			3132	1	1	19.694	1.000
mrs			3132	1	1	19.694	1.000
mufflers			3132	1	1	19.694	1.000
mules			3132	1	1	19.694	1.000
multimillionaire			3132	1	1	19.694	1.000
munch			3132	1	1	19.694	1.000
murderers			3132	1	1	19.694	1.000
murmured			3132	1	1	19.694	1.000
muscular			3132	1	1	19.694	1.000
musculature			3132	1	1	19.694	1.000
museums			3132	1	1	19.694	1.000
mushroom			3132	1	1	19.694	1.000
musical			3132	1	1	19.694	1.000
musically			3132	1	1	19.694	1.000
musket			3132	1	1	19.694	1.000
mustache			3132	1	1	19.694	1.000
mustn			3132	1	1	19.694	1.000
mutt			3132	1	1	19.694	1.000
muttered			3132	1	1	19.694	1.000
myriads			3132	1	1	19.694	1.000
mysteries			3132	1	1	19.694	1.000
mystery			3132	1	1	19.694	1.000
mystified			3132	1	1	19.694	1.000
myth			3132	1	1	19.694	1.000
mythology			3132	1	1	19.694	1.000
myths			3132	1	1	19.694	1.000
n			3132	1	1	19.694	1.000
nach			3132	1	1	19.694	1.000
nacreous			3132	1	1	19.694	1.000
nail			3132	1	1	19.694	1.000
nailheads			3132	1	1	19.694	1.000
nailing			3132	1	1	19.694	1.000
nails			3132	1	1	19.694	1.000
nancy			3132	1	1	19.694	1.000
nanny			3132	1	1	19.694	1.000
napoleonic			3132	1	1	19.694	1.000
narrowed			3132	1	1	19.694	1.000
nationality			3132	1	1	19.694	1.000
native			3132	1	1	19.694	1.000
natural			3132	1	1	19.694	1.000
navigating			3132	1	1	19.694	1.000
navy			3132	1	1	19.694	1.000
nazi			3132	1	1	19.694	1.000
nearby			3132	1	1	19.694	1.000
neared			3132	1	1	19.694	1.000
nearest			3132	1	1	19.694	1.000
neatly			3132	1	1	19.694	1.000
necessarily			3132	1	1	19.694	1.000
necessity			3132	1	1	19.694	1.000
necklace			3132	1	1	19.694	1.000
needle			3132	1	1	19.694	1.000
needles			3132	1	1	19.694	1.000
needn			3132	1	1	19.694	1.000
negligibility			3132	1	1	19.694	1.000
neighbourhood			3132	1	1	19.694	1.000
nelly			3132	1	1	19.694	1.000
nestling			3132	1	1	19.694	1.000
nests			3132	1	1	19.694	1.000
net			3132	1	1	19.694	1.000
netted			3132	1	1	19.694	1.000
newly			3132	1	1	19.694	1.000
newport			3132	1	1	19.694	1.000
newton			3132	1	1	19.694	1.000
nightfall			3132	1	1	19.694	1.000
nineties			3132	1	1	19.694	1.000
nodding			3132	1	1	19.694	1.000
nominated			3132	1	1	19.694	1.000
nonviolent			3132	1	1	19.694	1.000
normal			3132	1	1	19.694	1.000
norman			3132	1	1	19.694	1.000
notably			3132	1	1	19.694	1.000
notch			3132	1	1	19.694	1.000
nothingness			3132	1	1	19.694	1.000
noticing			3132	1	1	19.694	1.000
nourishment			3132	1	1	19.694	1.000
novelties			3132	1	1	19.694	1.000
novelty			3132	1	1	19.694	1.000
nowhere			3132	1	1	19.694	1.000
nuclear			3132	1	1	19.694	1.000
numb			3132	1	1	19.694	1.000
nuremburg			3132	1	1	19.694	1.000
nurtured			3132	1	1	19.694	1.000
nut			3132	1	1	19.694	1.000
nymphs			3132	1	1	19.694	1.000
oak			3132	1	1	19.694	1.000
obedience			3132	1	1	19.694	1.000
obert			3132	1	1	19.694	1.000
objects			3132	1	1	19.694	1.000
obliged			3132	1	1	19.694	1.000
obliterate			3132	1	1	19.694	1.000
obscene			3132	1	1	19.694	1.000
observation			3132	1	1	19.694	1.000
obsessed			3132	1	1	19.694	1.000
obstetricians			3132	1	1	19.694	1.000
obtaining			3132	1	1	19.694	1.000
occasion			3132	1	1	19.694	1.000
occasional			3132	1	1	19.694	1.000
occasionally			3132	1	1	19.694	1.000
occupied			3132	1	1	19.694	1.000
occurred			3132	1	1	19.694	1.000
octagonal			3132	1	1	19.694	1.000
offer			3132	1	1	19.694	1.000
offered			3132	1	1	19.694	1.000
offices			3132	1	1	19.694	1.000
officials			3132	1	1	19.694	1.000
ohhhh			3132	1	1	19.694	1.000
ohio			3132	1	1	19.694	1.000
oily			3132	1	1	19.694	1.000
oldest			3132	1	1	19.694	1.000
ons			3132	1	1	19.694	1.000
opalescent			3132	1	1	19.694	1.000
opener			3132	1	1	19.694	1.000
operated			3132	1	1	19.694	1.000
operators			3132	1	1	19.694	1.000
opinions			3132	1	1	19.694	1.000
opportunities			3132	1	1	19.694	1.000
opticians			3132	1	1	19.694	1.000
oral			3132	1	1	19.694	1.000
orchestration			3132	1	1	19.694	1.000
